timestamp,datetime,type,section,content
1780910312111,"2026-06-08 10:18:32.111","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910312111,"2026-06-08 10:18:32.111","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 20.00 °C"
1780910312111,"2026-06-08 10:18:32.111","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 0.00 %"
1780910312684,"2026-06-08 10:18:32.684","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 14.90 %"
1780910312684,"2026-06-08 10:18:32.684","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 25.00 °C"
1780910312684,"2026-06-08 10:18:32.684","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 33.00 kPa"
1780910312684,"2026-06-08 10:18:32.684","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 853 rpm"
1780910312684,"2026-06-08 10:18:32.684","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910312684,"2026-06-08 10:18:32.684","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 20.00 °C"
1780910312685,"2026-06-08 10:18:32.685","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 0.00 %"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 14.90 %"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 33.00 °C"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 33.00 kPa"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 874 rpm"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x0F Temp. aire admision ↵   VALUE  : 23.00 °C"
1780910313328,"2026-06-08 10:18:33.328","data","obd","RX - [OBD2] ↵   PID    : 0x11 Posicion acelerador ↵   VALUE  : 0.00 %"
1780910313913,"2026-06-08 10:18:33.913","data","obd","RX - [OBD2] ↵   PID    : 0x04 Carga del motor ↵   VALUE  : 14.90 %"
1780910313913,"2026-06-08 10:18:33.913","data","obd","RX - [OBD2] ↵   PID    : 0x05 Temp. refrigerante ↵   VALUE  : 39.00 °C"
1780910313913,"2026-06-08 10:18:33.913","data","obd","RX - [OBD2] ↵   PID    : 0x0A Presion combustible ↵   VALUE  : 33.00 kPa"
1780910313913,"2026-06-08 10:18:33.913","data","obd","RX - [OBD2] ↵   PID    : 0x0C RPM motor ↵   VALUE  : 851 rpm"
1780910313913,"2026-06-08 10:18:33.913","data","obd","RX - [OBD2] ↵   PID    : 0x0D Velocidad ↵   VALUE  : 0.00 km/h"
